species,bone,bone_group,specimen,view,source_path,found,img_width,img_height,bbox_x,bbox_y,bbox_width,bbox_height,rbox_width,rbox_height,rbox_angle_deg,area_px,area_ratio,aspect_ratio,extent,solidity,elongation,ellipse_ratio,circularity,convexity,hu1,hu2,hu3,hu4,hu5,hu6,hu7,wp00,wp01,wp02,wp03,wp04,wp05,wp06,wp07,wp08,wp09,wp10,wp11,wp12,wp13,wp14,wp15,wp16,wp17,wp18,wp19,mean_width,std_width,max_width,min_width,curvature_mean,curvature_max
alouatta_palliata,mandible,mandibula_maxilar,nmnhvz_7235149,18,/root/dev/base_datos_osea/renders/alouatta_palliata/mandible/nmnhvz_7235149/alouatta_palliata_mandible_nmnhvz_7235149_view018.png,True,512,512,105,127,318,300,312.29,267.63,-42.64,46752.0,0.178345,1.1669,0.4901,0.7355,0.1938,1.0481,0.3068,0.6847,0.6386,5.2231,2.4135,3.5265,6.5008,6.3152,-7.3454,45.16,47.33,162.75,194.61,230.17,245.09,254.15,247.71,242.73,237.12,228.81,231.5,229.47,229.29,216.42,218.73,199.29,162.79,108.74,58.67,189.53,67.72,254.15,45.16,0.012201,0.027792
alouatta_palliata,mandible,mandibula_maxilar,nmnhvz_7235149,19,/root/dev/base_datos_osea/renders/alouatta_palliata/mandible/nmnhvz_7235149/alouatta_palliata_mandible_nmnhvz_7235149_view019.png,True,512,512,160,161,199,251,241.88,185.38,-6.65,28164.5,0.107439,1.3048,0.5639,0.7061,0.3421,1.3878,0.3536,0.7582,0.6846,3.65,2.6603,3.551,-6.6641,5.3792,-7.395,177.89,180.76,178.77,179.23,181.64,182.63,184.5,185.38,184.73,183.44,175.26,170.41,179.12,181.15,169.6,104.57,99.84,93.0,91.08,52.46,156.77,40.86,185.38,52.46,0.003378,0.009118
alouatta_palliata,mandible,mandibula_maxilar,nmnhvz_7235149,20,/root/dev/base_datos_osea/renders/alouatta_palliata/mandible/nmnhvz_7235149/alouatta_palliata_mandible_nmnhvz_7235149_view020.png,True,512,512,104,111,307,298,318.19,268.79,-58.93,46665.5,0.178015,1.1838,0.5101,0.7495,0.2371,1.0182,0.2728,0.6487,0.625,3.6533,2.266,3.6491,6.6643,6.059,-6.923,55.23,116.62,153.5,188.33,207.89,218.17,225.21,222.26,231.37,231.21,228.27,239.04,246.08,253.79,243.85,216.43,164.81,73.06,73.72,45.79,181.73,68.42,253.79,45.79,0.009952,0.030152
alouatta_palliata,mandible,mandibula_maxilar,nmnhvz_7235149,21,/root/dev/base_datos_osea/renders/alouatta_palliata/mandible/nmnhvz_7235149/alouatta_palliata_mandible_nmnhvz_7235149_view021.png,True,512,512,119,97,281,322,315.54,271.64,-75.96,48760.0,0.186005,1.1616,0.5389,0.7922,0.3921,1.2078,0.4468,0.8066,0.6776,2.4478,2.3649,4.0702,-7.2878,-5.2966,8.9618,52.87,66.7,80.76,94.1,107.69,115.93,128.54,146.73,237.2,239.63,243.99,271.64,271.64,260.48,260.73,257.57,247.87,231.62,207.61,51.66,178.75,80.78,271.64,51.66,0.013874,0.035284
alouatta_palliata,mandible,mandibula_maxilar,nmnhvz_7235149,22,/root/dev/base_datos_osea/renders/alouatta_palliata/mandible/nmnhvz_7235149/alouatta_palliata_mandible_nmnhvz_7235149_view022.png,True,512,512,131,99,261,334,314.09,239.77,-23.2,39036.0,0.148911,1.31,0.4478,0.6823,0.3232,1.389,0.2577,0.6688,0.5805,2.2078,2.0912,4.1585,7.3512,5.4619,7.5692,34.53,51.08,224.27,232.02,236.88,239.77,239.24,235.56,233.73,236.22,211.4,210.75,208.38,125.4,112.92,103.86,98.61,90.86,67.62,55.15,162.41,75.67,239.77,34.53,0.013548,0.037545
alouatta_palliata,mandible,mandibula_maxilar,nmnhvz_7235149,23,/root/dev/base_datos_osea/renders/alouatta_palliata/mandible/nmnhvz_7235149/alouatta_palliata_mandible_nmnhvz_7235149_view023.png,True,512,512,155,95,219,324,316.0,218.65,-4.96,23148.0,0.088303,1.4452,0.3262,0.4726,0.3529,3.2335,0.1633,0.6795,0.3592,1.6656,1.5349,2.1072,-3.9283,2.9492,-5.5716,215.92,218.65,218.65,214.54,206.66,203.1,190.84,186.04,179.71,159.36,147.66,134.71,123.49,112.45,104.13,97.67,89.79,82.21,79.05,44.09,150.44,54.57,218.65,44.09,0.007404,0.028894
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,0,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view000.png,True,512,512,150,83,213,355,354.0,212.0,-90.0,53109.5,0.202597,1.6698,0.7024,0.9324,0.5041,1.7728,0.6694,0.9065,0.7241,2.0445,3.8076,4.4358,8.5575,5.458,11.0222,52.0,82.0,90.0,90.0,93.0,158.0,188.0,200.0,207.0,212.0,212.0,206.0,188.0,193.0,193.0,192.0,174.0,152.0,131.0,97.0,155.5,51.39,212.0,52.0,0.002076,0.005739
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,1,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view001.png,True,512,512,156,69,211,354,347.64,201.88,-17.27,49770.0,0.189857,1.722,0.6663,0.9213,0.5405,1.8249,0.6408,0.9062,0.706,1.9297,3.6654,4.2759,8.2466,5.2569,-10.2113,57.99,118.95,154.62,164.53,167.29,176.07,191.31,196.42,192.8,183.89,200.65,198.36,184.39,164.3,165.7,139.71,97.65,99.43,81.91,53.09,149.45,46.61,200.65,53.09,0.011865,0.032375
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,2,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view002.png,True,512,512,147,142,215,288,287.0,214.0,-90.0,47763.0,0.182201,1.3411,0.7714,0.9616,0.2432,1.3623,0.7644,0.9165,0.7763,2.6825,4.4214,6.0257,11.2511,7.3688,0.0,46.0,75.0,83.0,151.0,174.0,193.0,202.0,208.0,214.0,214.0,213.0,202.0,191.0,207.0,211.0,211.0,197.0,173.0,154.0,120.0,171.95,50.34,214.0,46.0,0.003918,0.023109
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,3,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view003.png,True,512,512,144,68,214,332,329.81,208.05,-77.18,45982.0,0.175407,1.5853,0.6472,0.9129,0.5688,1.6761,0.61,0.8813,0.7187,2.0529,3.3818,4.2948,8.152,5.4675,8.6714,51.06,114.76,143.08,151.59,158.72,175.61,176.94,182.4,199.81,204.15,200.43,187.0,175.57,173.71,164.85,122.96,105.32,101.86,71.27,45.34,145.32,48.02,204.15,45.34,0.014383,0.038828
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,4,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view004.png,True,512,512,156,87,214,356,336.3,201.87,-17.18,46145.0,0.176029,1.6659,0.6057,0.909,0.6622,1.7814,0.6046,0.9064,0.6928,1.8643,3.5663,4.398,8.3906,5.4732,-9.0442,37.64,75.74,95.68,109.63,129.33,186.77,201.17,197.4,173.48,169.47,171.24,174.2,168.15,169.68,171.43,168.29,154.98,139.05,111.61,74.99,144.0,44.37,201.17,37.64,0.013528,0.041538
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,5,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view005.png,True,512,512,138,114,218,327,296.41,197.93,-70.82,43912.0,0.167511,1.4975,0.616,0.9189,0.6091,1.5217,0.6438,0.91,0.7309,2.1507,4.8154,5.7567,-11.3654,6.8637,-11.0984,40.82,74.41,99.54,162.58,190.71,196.29,195.72,176.62,3.98,3.37,183.93,181.06,178.39,179.66,178.59,172.97,167.22,155.43,117.77,86.98,137.3,62.06,196.29,3.37,0.01731,0.050541
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,6,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view006.png,True,512,512,155,85,209,264,249.99,214.87,-70.02,35864.5,0.136812,1.1634,0.65,0.8871,0.3555,1.3418,0.6368,0.8903,0.7614,2.7149,3.3319,4.7317,8.9612,6.4253,-8.8752,101.5,108.85,120.55,123.97,122.86,115.0,128.41,155.66,175.74,198.72,209.66,209.57,207.44,203.85,202.14,196.84,179.59,158.48,91.16,39.3,152.46,47.88,209.66,39.3,0.018124,0.073724
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,7,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view007.png,True,512,512,157,157,221,259,241.86,199.96,-20.98,38183.5,0.145658,1.2095,0.6671,0.9505,0.2774,1.2161,0.748,0.9232,0.7753,2.8509,3.7046,5.1066,10.0185,7.1904,-9.5343,46.67,96.57,150.99,176.4,185.46,195.71,199.53,180.49,180.28,0.58,183.65,191.62,194.13,193.49,190.55,180.71,161.03,147.46,123.35,87.09,153.29,53.89,199.53,0.58,0.017967,0.04666
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,8,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view008.png,True,512,512,155,68,196,361,360.0,195.0,-90.0,42840.5,0.163424,1.8462,0.6055,0.8662,0.6791,1.9489,0.5393,0.8813,0.6553,1.7157,2.9487,3.8824,7.5899,5.5466,7.3636,32.0,70.0,79.0,98.0,116.0,130.0,149.0,160.0,175.0,165.0,153.0,151.0,151.0,159.0,163.0,161.0,152.0,120.0,85.0,48.0,125.85,41.73,175.0,32.0,0.011784,0.035868
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,9,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view009.png,True,512,512,166,69,190,359,341.34,196.32,-16.31,40144.5,0.153139,1.7386,0.5885,0.8629,0.6753,1.9693,0.5121,0.8663,0.6498,1.7005,2.9005,3.8587,7.5324,5.5179,-7.3032,41.6,90.12,116.08,120.32,142.16,145.74,145.37,147.0,135.14,149.13,189.16,194.85,194.12,192.58,135.04,113.37,96.61,78.93,51.76,24.04,125.16,48.81,194.85,24.04,0.014978,0.035459
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,10,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view010.png,True,512,512,143,154,206,256,242.5,197.22,-59.04,35827.0,0.136669,1.2296,0.6794,0.9546,0.2837,1.3555,0.7482,0.9207,0.7726,2.698,3.6159,4.9939,9.3247,6.3713,9.7732,52.48,114.39,125.54,145.6,142.86,167.04,184.88,190.36,192.42,191.56,186.76,188.65,193.62,193.62,189.51,183.16,162.75,125.54,88.84,40.82,153.02,46.72,193.62,40.82,0.012882,0.028005
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,11,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view011.png,True,512,512,153,133,196,231,224.01,190.04,-77.38,30513.0,0.116398,1.1787,0.6739,0.8947,0.3047,1.2018,0.6061,0.8539,0.7701,3.2523,3.4271,4.9976,-9.2106,-6.624,-10.4837,93.51,119.64,154.12,174.63,182.0,182.0,173.13,157.26,173.76,182.98,189.49,190.04,188.51,161.29,149.45,139.92,120.92,70.39,55.75,27.76,144.33,47.05,190.04,27.76,0.028832,0.079615
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,12,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view012.png,True,512,512,164,99,187,344,327.19,181.94,-11.81,39721.5,0.151525,1.7983,0.6175,0.9095,0.6896,1.8909,0.5772,0.8908,0.6923,1.8838,3.3488,4.481,9.2285,-5.8305,-8.4007,31.66,53.15,90.23,127.68,165.48,181.94,171.11,168.19,165.94,142.36,10.06,152.51,163.69,163.94,156.68,143.59,122.21,107.48,73.75,27.66,120.96,53.08,181.94,10.06,0.0145,0.028154
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,13,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view013.png,True,512,512,165,80,184,363,360.9,179.7,-88.23,39500.5,0.150682,2.0083,0.5914,0.8714,0.7495,2.0113,0.5098,0.8753,0.6478,1.6687,3.0429,3.7946,7.2846,4.8952,7.4903,35.35,51.22,72.06,91.17,106.01,123.4,142.58,178.53,160.05,146.47,139.93,147.08,154.9,158.77,156.99,143.09,130.06,102.14,68.06,21.18,116.45,44.64,178.53,21.18,0.009405,0.033937
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,14,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view014.png,True,512,512,155,113,205,284,242.9,215.99,-36.28,34632.5,0.132113,1.1246,0.5949,0.8974,0.4364,1.4914,0.5843,0.8734,0.7273,2.2889,2.8945,4.6467,-8.725,-5.9926,-8.4776,158.05,183.43,196.82,202.46,207.78,204.93,202.25,203.81,203.43,182.62,176.6,153.16,149.56,139.34,113.27,118.43,118.0,98.38,65.0,10.21,154.38,52.57,207.78,10.21,0.023005,0.059883
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,15,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view015.png,True,512,512,155,149,227,206,215.34,194.0,-37.01,30510.0,0.116386,1.11,0.6525,0.8926,0.3667,1.284,0.6229,0.8569,0.7699,2.7075,4.1498,5.3429,-10.0935,-6.6975,-10.9446,90.8,111.98,144.59,150.43,178.01,180.99,181.19,8.37,168.99,164.42,169.4,187.42,194.0,186.81,139.59,117.59,122.8,131.62,115.0,37.6,139.08,48.53,194.0,8.37,0.034353,0.071403
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,16,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view016.png,True,512,512,154,87,204,324,302.69,203.57,-39.97,38180.0,0.145645,1.4869,0.5776,0.8831,0.5665,1.7362,0.5425,0.8701,0.6884,1.9161,3.0359,4.2881,8.0863,5.773,8.1159,1.41,86.55,116.78,187.99,200.12,203.36,202.05,198.49,198.57,189.37,171.82,156.77,121.13,113.82,121.48,133.07,118.71,100.27,71.7,14.34,135.39,59.36,203.36,1.41,0.014443,0.029061
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,17,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view017.png,True,512,512,154,69,202,370,330.99,216.85,-21.64,43131.0,0.164532,1.5263,0.5771,0.8621,0.7383,1.8101,0.5232,0.8809,0.6601,1.726,3.2723,4.1907,8.0647,5.5314,-8.0812,28.59,49.56,90.6,109.13,127.56,173.06,213.31,212.43,204.27,176.2,146.68,145.41,154.86,154.27,154.68,154.9,151.71,139.78,116.57,80.39,139.2,48.19,213.31,28.59,0.014636,0.04708
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,18,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view018.png,True,512,512,143,91,214,345,330.25,199.34,-68.72,44073.5,0.168127,1.6567,0.597,0.8879,0.624,1.7967,0.5754,0.8734,0.7026,1.9368,3.8082,4.8845,-10.4149,-6.0933,9.2318,62.03,108.63,148.19,163.16,166.32,165.83,163.92,161.39,162.38,152.64,151.61,159.89,198.93,199.09,192.56,165.28,145.55,103.25,37.08,19.06,141.34,49.08,199.09,19.06,0.013799,0.039311
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,19,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view019.png,True,512,512,147,133,221,247,246.0,220.0,-90.0,40565.5,0.154745,1.1182,0.7431,0.96,0.0502,1.1574,0.7719,0.9169,0.7871,3.3319,3.8473,5.9136,10.7949,7.5797,0.0,62.0,69.0,113.0,117.0,131.0,169.0,192.0,205.0,211.0,216.0,220.0,220.0,219.0,209.0,194.0,192.0,192.0,188.0,162.0,113.0,169.7,49.52,220.0,62.0,0.010234,0.065082
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,20,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view020.png,True,512,512,160,87,215,352,350.46,202.96,-13.12,51521.5,0.196539,1.7268,0.6808,0.9268,0.6001,1.7253,0.6354,0.8881,0.7301,2.1013,3.8236,4.5909,8.8456,5.7587,-9.1517,73.75,127.35,165.42,181.17,190.22,196.81,199.71,200.12,201.06,195.84,182.18,181.88,171.49,184.57,180.74,169.77,131.92,86.57,50.51,12.37,154.17,54.28,201.06,12.37,0.012166,0.052959
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,21,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view021.png,True,512,512,145,66,210,370,363.67,197.22,-82.87,50806.5,0.193811,1.844,0.6539,0.9137,0.6679,1.9147,0.589,0.8882,0.6891,1.8348,3.6622,4.3346,8.3353,5.2681,9.3246,86.7,117.96,156.28,175.63,181.21,179.97,170.18,172.16,182.58,184.19,191.51,184.81,184.19,177.12,157.4,120.44,104.19,94.02,88.06,41.06,147.48,43.19,191.51,41.06,0.011209,0.037173
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,22,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view022.png,True,512,512,152,69,214,353,352.0,213.0,-90.0,54894.0,0.209404,1.6526,0.7267,0.9307,0.5076,1.7495,0.6545,0.9027,0.7213,2.048,3.3575,4.1654,7.9276,5.1906,9.1564,56.0,98.0,106.0,108.0,112.0,122.0,161.0,190.0,202.0,211.0,213.0,213.0,211.0,201.0,197.0,200.0,196.0,183.0,133.0,102.0,160.75,49.03,213.0,56.0,0.009925,0.022841
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,23,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/cranium/nmnhvz_10201159/gorilla_gorilla_gorilla_cranium_nmnhvz_10201159_view023.png,True,512,512,144,67,225,369,368.0,224.0,-90.0,58564.5,0.223406,1.6429,0.7054,0.9092,0.4656,1.8281,0.5072,0.8037,0.7115,1.9923,3.2488,4.02,7.6649,5.0301,-8.3192,95.0,95.0,102.0,107.0,109.0,128.0,179.0,198.0,213.0,221.0,224.0,224.0,212.0,206.0,215.0,215.0,207.0,178.0,149.0,114.0,169.55,49.29,224.0,95.0,0.006446,0.032776
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,0,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/mandible/nmnhvz_10201159/gorilla_gorilla_gorilla_mandible_nmnhvz_10201159_view000.png,True,512,512,130,117,253,292,291.0,252.0,-90.0,22872.5,0.087252,1.1548,0.3096,0.442,0.1927,2.1075,0.1463,0.6448,0.3205,1.8931,1.3257,2.0609,-3.7658,3.0101,-4.3953,54.0,87.0,91.0,92.0,95.0,99.0,101.0,112.0,128.0,148.0,174.0,212.0,221.0,223.0,211.0,197.0,213.0,251.0,252.0,238.0,159.95,63.66,252.0,54.0,0.013125,0.046475
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,1,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/mandible/nmnhvz_10201159/gorilla_gorilla_gorilla_mandible_nmnhvz_10201159_view001.png,True,512,512,123,115,234,310,296.18,234.3,-81.13,26259.0,0.10017,1.2641,0.362,0.4987,0.3819,1.6952,0.1559,0.6188,0.3825,1.9676,1.6361,2.5433,-4.6339,3.5301,-5.8216,224.9,228.79,223.6,201.22,229.71,229.81,227.86,215.45,202.39,179.66,161.94,139.59,130.35,124.95,120.47,115.22,107.29,102.07,93.37,72.68,166.57,53.72,229.81,72.68,0.015806,0.059989
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,2,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/mandible/nmnhvz_10201159/gorilla_gorilla_gorilla_mandible_nmnhvz_10201159_view002.png,True,512,512,122,153,277,232,276.06,230.48,-89.7,23273.5,0.088781,1.1977,0.3622,0.4931,0.4623,1.1898,0.1792,0.6361,0.4553,2.1942,1.5708,2.761,-4.948,-3.9814,-5.4437,15.98,32.05,129.0,139.08,138.01,96.02,91.91,155.92,145.91,125.91,96.94,103.09,142.08,148.07,137.09,97.0,146.98,148.0,107.0,27.97,111.2,41.35,155.92,15.98,0.028398,0.057825
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,3,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/mandible/nmnhvz_10201159/gorilla_gorilla_gorilla_mandible_nmnhvz_10201159_view003.png,True,512,512,151,121,231,316,283.53,220.53,-22.71,26643.0,0.101635,1.2857,0.365,0.5263,0.49,1.543,0.1655,0.6081,0.4268,2.0524,2.0261,2.613,-4.9479,3.6973,-5.5153,202.38,207.14,201.84,208.92,210.83,214.97,207.61,202.7,193.09,188.46,175.37,162.16,148.49,141.09,140.4,138.17,135.64,124.7,107.15,59.08,168.51,41.67,214.97,59.08,0.015839,0.048625
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,4,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/mandible/nmnhvz_10201159/gorilla_gorilla_gorilla_mandible_nmnhvz_10201159_view004.png,True,512,512,124,122,250,283,282.63,247.39,-87.27,39307.0,0.149944,1.1425,0.5556,0.782,0.4585,1.0877,0.34,0.7068,0.6776,2.5022,2.4211,3.7896,-6.9036,-5.1016,7.5992,142.22,220.08,234.88,225.46,216.23,246.01,246.24,243.3,227.22,167.19,129.81,125.1,118.91,112.54,107.69,105.88,96.13,93.75,81.0,55.98,159.78,63.48,246.24,55.98,0.018751,0.063916
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,5,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/mandible/nmnhvz_10201159/gorilla_gorilla_gorilla_mandible_nmnhvz_10201159_view005.png,True,512,512,133,131,258,272,267.11,243.7,-72.96,34547.0,0.131786,1.096,0.4923,0.7693,0.5422,1.234,0.4218,0.8154,0.6413,2.0764,2.2759,3.5666,-6.7759,-4.8888,6.5549,20.51,30.73,93.59,104.48,112.56,121.74,117.79,117.63,104.42,96.68,102.21,145.3,194.83,207.18,229.02,239.75,243.19,240.56,210.05,140.43,143.63,66.0,243.19,20.51,0.019376,0.048484
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,6,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/mandible/nmnhvz_10201159/gorilla_gorilla_gorilla_mandible_nmnhvz_10201159_view006.png,True,512,512,132,130,225,282,248.19,214.94,-66.53,22252.0,0.084885,1.1547,0.3507,0.5205,0.1773,1.4857,0.1733,0.6211,0.4253,2.5943,2.1228,2.3029,-4.5245,3.7617,5.2166,36.4,88.24,114.51,138.04,153.63,164.31,162.6,166.11,173.45,180.42,182.66,185.41,188.12,190.6,194.42,196.9,199.17,210.16,203.67,202.08,166.54,42.42,210.16,36.4,0.012798,0.049194
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,7,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/mandible/nmnhvz_10201159/gorilla_gorilla_gorilla_mandible_nmnhvz_10201159_view007.png,True,512,512,103,169,280,246,259.19,177.04,-42.62,25352.5,0.096712,1.464,0.3681,0.6466,0.6245,1.4795,0.2909,0.7357,0.5591,1.617,3.2395,3.9555,7.6292,5.3585,7.8174,154.49,177.04,168.56,142.77,99.41,98.53,105.38,88.37,84.19,79.21,78.42,108.98,141.36,156.73,162.26,161.14,148.54,77.77,49.51,29.56,115.61,41.75,177.04,29.56,0.022142,0.058256
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,8,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/mandible/nmnhvz_10201159/gorilla_gorilla_gorilla_mandible_nmnhvz_10201159_view008.png,True,512,512,148,117,206,322,318.51,202.5,-86.57,39344.5,0.150087,1.5729,0.5931,0.81,0.6481,1.5521,0.4211,0.7734,0.6888,2.0222,3.0699,3.857,7.6083,5.0721,-7.3875,37.17,127.49,146.12,127.33,161.49,200.24,202.12,201.96,179.32,202.42,202.5,191.38,131.42,97.7,95.59,93.47,95.11,90.14,77.32,42.92,135.16,53.89,202.5,37.17,0.022673,0.054328
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,9,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/mandible/nmnhvz_10201159/gorilla_gorilla_gorilla_mandible_nmnhvz_10201159_view009.png,True,512,512,161,114,198,323,317.74,196.33,-4.69,38908.0,0.148422,1.6184,0.6084,0.8125,0.6938,1.6562,0.4417,0.796,0.6847,1.9652,3.1058,3.7832,7.4034,4.9215,7.3557,37.28,133.86,151.62,129.86,166.43,187.86,8.07,192.58,23.32,191.59,196.33,191.91,134.53,93.44,90.86,89.37,90.96,84.29,75.26,41.03,115.52,59.51,196.33,8.07,0.018992,0.056118
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,10,/root/dev/base_datos_osea/renders/gorilla_gorilla_gorilla/mandible/nmnhvz_10201159/gorilla_gorilla_gorilla_mandible_nmnhvz_10201159_view010.png,True,512,512,141,154,236,260,256.38,191.17,-14.62,28591.5,0.109068,1.3411,0.466,0.689,0.5347,1.265,0.2761,0.698,0.5667,1.8185,2.8746,3.4532,-6.68,-4.3783,-6.9168,27.14,124.32,152.04,156.63,165.38,167.52,160.58,141.36,80.02,68.91,68.74,5.47,133.99,148.3,154.02,177.41,190.07,186.03,156.59,102.4,128.35,51.17,190.07,5.47,0.028398,0.051487
